county,N,share,nace2
14,50,0.012512512512512513,52
17,35,0.008758758758758759,52
12,22,0.0055055055055055055,52
NA,691,0.5176029962546816,53
1,289,0.21647940074906366,53
13,124,0.09288389513108614,53
8,25,0.018726591760299626,53
7,18,0.01348314606741573,53
15,17,0.012734082397003745,53
2,15,0.011235955056179775,53
3,15,0.011235955056179775,53
11,15,0.011235955056179775,53
10,14,0.010486891385767791,53
17,13,0.009737827715355805,53
6,12,0.008988764044943821,53
14,12,0.008988764044943821,53
5,11,0.008239700374531835,53
12,11,0.008239700374531835,53
16,11,0.008239700374531835,53
20,11,0.008239700374531835,53
9,10,0.00749063670411985,53
19,10,0.00749063670411985,53
4,6,0.0044943820224719105,53
18,5,0.003745318352059925,53
1,1104,0.23767491926803014,55
NA,779,0.16770721205597416,55
13,295,0.06350914962325081,55
5,254,0.05468245425188375,55
19,236,0.050807319698600646,55
20,193,0.04155005382131324,55
14,190,0.04090419806243272,55
8,184,0.03961248654467169,55
9,167,0.03595263724434876,55
2,163,0.035091496232508075,55
15,142,0.030570505920344455,55
10,134,0.02884822389666308,55
3,123,0.026480086114101183,55
18,116,0.024973089343379978,55
11,112,0.02411194833153929,55
6,106,0.022820236813778257,55
7,94,0.020236813778256188,55
4,74,0.015931108719052744,55
16,73,0.01571582346609257,55
17,56,0.012055974165769645,55
12,50,0.010764262648008612,55
1,5899,0.356219806763285,56
13,1982,0.11968599033816425,56
NA,935,0.05646135265700483,56
8,671,0.04051932367149758,56
5,607,0.03665458937198068,56
3,570,0.034420289855072464,56
6,564,0.034057971014492754,56
19,555,0.03351449275362319,56
9,541,0.03266908212560386,56
14,499,0.030132850241545894,56
2,492,0.029710144927536233,56
7,470,0.028381642512077296,56
20,429,0.025905797101449274,56
15,374,0.022584541062801933,56
18,363,0.021920289855072463,56
11,356,0.021497584541062802,56
10,348,0.021014492753623187,56
16,286,0.017270531400966183,56
4,276,0.016666666666666666,56
17,224,0.01352657004830918,56
12,119,0.0071859903381642515,56
NA,677,0.9985250737463127,57
1,1,0.0014749262536873156,57
1,1703,0.46747186384847655,58
NA,714,0.1959923140269009,58
13,417,0.11446609936865221,58
6,74,0.020312928904748832,58
8,72,0.01976393082624211,58
2,70,0.019214932747735385,58
9,65,0.01784243755146857,58
7,60,0.016469942355201758,58
3,58,0.01592094427669503,58
5,52,0.014273950041174856,58
19,51,0.013999451001921494,58
15,48,0.013175953884161406,58
20,42,0.01152895964864123,58
18,36,0.009881965413121054,58
4,33,0.009058468295360967,58
10,29,0.007960472138347515,58
16,27,0.007411474059840791,58
14,26,0.007136975020587428,58
11,24,0.006587976942080703,58
17,23,0.00631347790282734,58
12,19,0.00521548174581389,58
1,1986,0.5460544404729173,59
NA,720,0.19796535606268903,59
13,487,0.13390156722573548,59
7,46,0.012647786637338466,59
2,41,0.011273027220236459,59
8,39,0.010723123453395655,59
5,37,0.010173219686554854,59
19,34,0.009348364036293648,59
3,33,0.009073412152873246,59
6,32,0.008798460269452846,59
9,31,0.008523508386032445,59
10,20,0.005499037668408029,59
11,20,0.005499037668408029,59
12,18,0.004949133901567226,59
14,16,0.004399230134726423,59
18,16,0.004399230134726423,59
15,14,0.00384932636788562,59
16,14,0.00384932636788562,59
4,13,0.0035743744844652188,59
20,13,0.0035743744844652188,59
17,7,0.00192466318394281,59
NA,688,0.6008733624454149,60
1,171,0.14934497816593886,60
13,69,0.06026200873362445,60
5,22,0.01921397379912664,60
3,18,0.01572052401746725,60
19,18,0.01572052401746725,60
6,16,0.013973799126637555,60
7,15,0.013100436681222707,60
17,14,0.01222707423580786,60
14,13,0.011353711790393014,60
15,12,0.010480349344978166,60
18,12,0.010480349344978166,60
2,11,0.00960698689956332,60
4,11,0.00960698689956332,60
11,11,0.00960698689956332,60
8,10,0.008733624454148471,60
16,10,0.008733624454148471,60
9,9,0.007860262008733625,60
20,6,0.005240174672489083,60
10,5,0.004366812227074236,60
12,4,0.0034934497816593887,60
NA,693,0.45772787318361957,61
1,305,0.20145310435931307,61
13,109,0.07199471598414796,61
5,57,0.037648612945838836,61
3,43,0.028401585204755615,61
9,33,0.021796565389696168,61
2,28,0.018494055482166448,61
6,26,0.017173051519154558,61
18,26,0.017173051519154558,61
20,26,0.017173051519154558,61
4,25,0.016512549537648614,61
8,24,0.015852047556142668,61
7,23,0.015191545574636724,61
19,18,0.011889035667107,61
15,17,0.011228533685601057,61
11,16,0.010568031704095112,61
12,14,0.009247027741083224,61
14,11,0.00726552179656539,61
16,8,0.005284015852047556,61
10,6,0.003963011889035667,61
17,6,0.003963011889035667,61
1,6907,0.488299752562743,62
13,2421,0.1711558854718982,62
NA,878,0.06207140332272888,62
7,401,0.02834924001413927,62
6,365,0.025804171085189113,62
9,350,0.024743725698126547,62
8,340,0.024036762106751503,62
3,298,0.021067515022976317,62
2,274,0.01937080240367621,62
5,251,0.01774478614351361,62
11,238,0.016825733474726053,62
19,237,0.016755037115588546,62
15,177,0.012513255567338281,62
10,170,0.012018381053375752,62
14,161,0.011382113821138212,62
18,131,0.009261223047013078,62
16,125,0.008837044892188053,62
20,118,0.008342170378225522,62
17,116,0.008200777659950512,62
4,115,0.008130081300813009,62
12,72,0.005090137857900318,62
1,1828,0.4408005787316132,63
NA,719,0.1733783457921389,63
13,535,0.1290089221123704,63
6,97,0.023390402700747527,63
7,94,0.022666988184229565,63
8,94,0.022666988184229565,63
3,90,0.021702435495538942,63
5,85,0.02049674463467567,63
9,79,0.01904991560163974,63
19,66,0.015915119363395226,63
2,65,0.01567398119122257,63
11,50,0.012056908608632746,63
15,50,0.012056908608632746,63
10,48,0.011574632264287437,63
18,47,0.011333494092114782,63
20,45,0.010851217747769471,63
4,38,0.009163250542560888,63
14,38,0.009163250542560888,63
16,36,0.008680974198215577,63
17,26,0.006269592476489028,63
12,17,0.004099348926935134,63
1,2416,0.5670030509270124,64
NA,731,0.17155597277634357,64
13,346,0.0812015958695142,64
8,82,0.019244308847688334,64
5,78,0.01830556207463037,64
7,75,0.017601501994836892,64
3,68,0.01595869514198545,64
6,59,0.013846514902605023,64
19,51,0.011969021356489086,64
20,48,0.011264961276695611,64
11,40,0.009387467730579677,64
2,39,0.009152781037315184,64
15,38,0.008918094344050692,64
9,37,0.0086834076507862,64
14,31,0.007275287491199249,64
18,25,0.005867167331612298,64
17,24,0.005632480638347806,64
16,23,0.005397793945083313,64
4,20,0.004693733865289838,64
10,19,0.004459047172025346,64
12,11,0.002581553625909411,64
NA,677,0.9286694101508917,65
1,31,0.04252400548696845,65
13,10,0.013717421124828532,65
2,2,0.0027434842249657062,65
3,2,0.0027434842249657062,65
4,2,0.0027434842249657062,65
6,1,0.0013717421124828531,65
10,1,0.0013717421124828531,65
15,1,0.0013717421124828531,65
16,1,0.0013717421124828531,65
17,1,0.0013717421124828531,65
1,2048,0.3103500530383391,66
13,888,0.13456584330959237,66
NA,764,0.11577511744203667,66
5,251,0.03803606607061676,66
8,249,0.03773298984694651,66
9,229,0.034702227610243976,66
2,224,0.03394453705106834,66
3,210,0.031823003485376575,66
6,194,0.029398393696014546,66
11,192,0.029095317472344295,66
7,169,0.025609940900136383,66
19,157,0.023791483558114866,66
15,152,0.023033792998939234,66
14,150,0.02273071677526898,66
20,137,0.020760721321412334,66
16,123,0.018639187755720564,66
4,111,0.016820730413699046,66
18,107,0.01621457796635854,66
10,97,0.014699196848007273,66
17,92,0.013941506288831642,66
12,55,0.00833459615093196,66
NA,677,0.9985250737463127,67
16,1,0.0014749262536873156,67
1,18791,0.4988319617732944,68
13,4427,0.11752057340058401,68
8,1672,0.044385452614812845,68
NA,1369,0.03634191664454473,68
9,1041,0.027634722590921156,68
2,1002,0.026599415980886647,68
3,951,0.025245553490841517,68
19,895,0.023758959384125297,68
7,843,0.02237855057074595,68
6,812,0.021555614547385187,68
11,747,0.019830103530661003,68
20,744,0.01975046456065835,68
5,733,0.01945845500398195,68
18,695,0.018449694717281657,68
14,627,0.01664454473055482,68
15,617,0.016379081497212636,68
10,483,0.012821874170427397,68
16,406,0.010777807273692593,68
4,310,0.008229360233607645,68
17,302,0.0080169896469339,68
12,203,0.005388903636846297,68
1,5606,0.3603059322578572,69
13,2387,0.15341602930779613,69
NA,891,0.05726589112410823,69
3,584,0.03753454592197442,69
9,523,0.0336139854746449,69
5,517,0.033228356578186256,69
7,508,0.0326499132334983,69
8,506,0.032521370268012086,69
6,498,0.03200719840606723,69
15,455,0.029243524648113632,69
2,441,0.028343723889710137,69
11,376,0.024166077511408188,69
19,317,0.02037406002956488,69
20,308,0.01979561668487692,69
10,287,0.018445915547271676,69
16,274,0.017610386271611288,69
14,261,0.016774856995950896,69
18,252,0.016196413651262936,69
4,231,0.01484671251365769,69
17,229,0.014718169548171477,69
12,108,0.006941320136255543,69
1,10311,0.520547253634895,70
13,2877,0.14524434571890146,70
NA,955,0.04821284329563812,70
8,491,0.024787964458804525,70
9,479,0.02418214862681745,70
7,460,0.023222940226171242,70
6,450,0.022718093699515347,70
5,433,0.021859854604200323,70
3,395,0.019941437802907917,70
2,389,0.019638529886914377,70
15,333,0.016811389337641355,70
19,316,0.015953150242326332,70
11,285,0.014388126009693053,70
14,259,0.013075525040387722,70
10,256,0.012924071082390954,70
20,254,0.012823101777059774,70
18,238,0.012015347334410339,70
16,190,0.009592084006462035,70
17,178,0.00898626817447496,70
4,151,0.007623182552504039,70
12,108,0.005452342487883684,70
1,5919,0.367891105724408,71
13,2370,0.1473056125303002,71
NA,924,0.05743054260674995,71
8,675,0.04195413015103487,71
5,570,0.03542793212754056,71
2,527,0.03275529865125241,71
7,526,0.03269314438436199,71
9,520,0.03232021878301945,71
3,480,0.029834048107402575,71
6,462,0.028715271303374975,71
19,401,0.024923861023059234,71
15,377,0.023432158617689103,71
11,370,0.02299707874945615,71
20,369,0.02293492448256573,71
18,258,0.016035800857728884,71
16,255,0.015849338057057617,71
14,244,0.015165641121262974,71
17,243,0.015103486854372553,71
10,237,0.01473056125303002,71
4,217,0.01348747591522158,71
12,145,0.009012368699111194,71
1,1407,0.37580128205128205,72
NA,738,0.1971153846153846,72
13,365,0.09748931623931624,72
6,189,0.05048076923076923,72
9,186,0.049679487179487176,72
2,131,0.03498931623931624,72
5,92,0.024572649572649572,72
19,86,0.022970085470085472,72
8,84,0.022435897435897436,72
7,78,0.020833333333333332,72
3,73,0.019497863247863248,72
10,45,0.01201923076923077,72
11,44,0.011752136752136752,72
15,43,0.011485042735042736,72
20,36,0.009615384615384616,72
16,31,0.00827991452991453,72
14,26,0.006944444444444444,72
12,24,0.00641025641025641,72
17,23,0.006143162393162393,72
18,23,0.006143162393162393,72
4,20,0.005341880341880342,72
1,2642,0.4661256175017643,73
13,774,0.1365561044460127,73
NA,742,0.1309103740296401,73
6,138,0.024347212420606917,73
9,136,0.02399435426958363,73
8,134,0.02364149611856034,73
2,133,0.023465067043048696,73
7,119,0.020995059985885675,73
3,113,0.01993648553281581,73
5,88,0.015525758645024701,73
19,86,0.015172900494001412,73
20,69,0.012173606210303459,73
11,67,0.01182074805928017,73
14,66,0.011644318983768526,73
18,64,0.011291460832745237,73
15,63,0.011115031757233593,73
10,54,0.009527170077628794,73
16,54,0.009527170077628794,73
4,53,0.00935074100211715,73
12,37,0.00652787579393084,73
17,36,0.006351446718419196,73
1,2866,0.3922266319967155,74
13,1008,0.13794991104420418,74
NA,765,0.1046941289174764,74
8,252,0.034487477761051044,74
9,222,0.030381825646640208,74
6,210,0.02873956480087587,74
3,193,0.02641302860270973,74
2,191,0.02613931846174901,74
7,191,0.02613931846174901,74
5,188,0.025728753250307924,74
19,167,0.022854796770220336,74
15,143,0.019570275078691666,74
11,138,0.01888599972628986,74
20,117,0.01601204324620227,74
14,115,0.01573833310524155,74
16,114,0.015601478034761187,74
18,108,0.01478034761187902,74
4,104,0.014232927329957575,74
17,91,0.012453811413712879,74
10,84,0.01149582592035035,74
12,40,0.0054742028192144515,74
NA,692,0.48766737138830163,75
1,153,0.10782241014799154,75
13,137,0.09654686398872446,75
3,41,0.028893587033121917,75
9,39,0.02748414376321353,75
8,36,0.02536997885835095,75
5,34,0.023960535588442564,75
11,31,0.021846370683579985,75
16,30,0.021141649048625793,75
7,28,0.019732205778717406,75
19,25,0.017618040873854827,75
2,24,0.016913319238900635,75
4,21,0.014799154334038054,75
15,21,0.014799154334038054,75
14,19,0.013389711064129669,75
10,17,0.011980267794221282,75
20,17,0.011980267794221282,75
6,16,0.01127554615926709,75
18,16,0.01127554615926709,75
17,15,0.010570824524312896,75
12,7,0.004933051444679351,75
NA,677,0.9970544918998527,76
11,1,0.0014727540500736377,76
15,1,0.0014727540500736377,76
1,1277,0.31593270658090056,77
NA,740,0.1830776843146957,77
13,570,0.14101929737753588,77
8,165,0.04082137555665512,77
7,119,0.029440870856011877,77
9,110,0.027214250371103414,77
5,109,0.026966848095002473,77
19,103,0.025482434438396834,77
3,99,0.024492825333993072,77
6,97,0.023998020781791193,77
2,88,0.02177140029688273,77
20,71,0.01756556160316675,77
18,70,0.017318159327065808,77
15,69,0.01707075705096487,77
11,66,0.01632855022266205,77
10,61,0.015091538842157347,77
14,60,0.014844136566056407,77
16,57,0.014101929737753587,77
4,45,0.011133102424542306,77
12,34,0.008411677387431964,77
17,32,0.007916872835230085,77
NA,702,0.36260330578512395,78
1,541,0.2794421487603306,78
13,207,0.10692148760330579,78
8,56,0.028925619834710745,78
5,50,0.025826446280991736,78
11,46,0.023760330578512397,78
7,38,0.01962809917355372,78
15,38,0.01962809917355372,78
6,34,0.01756198347107438,78
9,27,0.013946280991735538,78
2,24,0.012396694214876033,78
16,24,0.012396694214876033,78
20,24,0.012396694214876033,78
19,23,0.011880165289256199,78
18,21,0.01084710743801653,78
14,19,0.00981404958677686,78
3,17,0.00878099173553719,78
10,17,0.00878099173553719,78
4,13,0.006714876033057851,78
12,8,0.004132231404958678,78
17,7,0.003615702479338843,78
1,858,0.3963048498845266,79
NA,695,0.3210161662817552,79
13,152,0.07020785219399538,79
19,44,0.020323325635103928,79
20,43,0.019861431870669747,79
3,39,0.018013856812933025,79
14,38,0.017551963048498844,79
9,33,0.015242494226327945,79
5,32,0.014780600461893764,79
6,28,0.012933025404157044,79
8,28,0.012933025404157044,79
11,26,0.012009237875288684,79
2,25,0.011547344110854504,79
15,24,0.011085450346420323,79
4,18,0.008314087759815243,79
18,18,0.008314087759815243,79
7,15,0.006928406466512702,79
10,15,0.006928406466512702,79
17,13,0.006004618937644342,79
16,12,0.005542725173210162,79
12,9,0.004157043879907622,79
1,1036,0.3329048843187661,80
NA,719,0.23104113110539845,80
13,471,0.1513496143958869,80
9,79,0.02538560411311054,80
5,73,0.02345758354755784,80
15,70,0.02249357326478149,80
8,67,0.021529562982005142,80
3,64,0.02056555269922879,80
6,61,0.01960154241645244,80
11,60,0.019280205655526992,80
7,55,0.017673521850899744,80
2,48,0.015424164524421594,80
14,47,0.015102827763496144,80
10,45,0.014460154241645245,80
19,45,0.014460154241645245,80
16,43,0.013817480719794344,80
20,40,0.012853470437017995,80
18,26,0.008354755784061696,80
4,22,0.007069408740359897,80
17,22,0.007069408740359897,80
12,19,0.006105398457583547,80
1,2108,0.3375500400320256,81
13,1041,0.166693354683747,81
NA,775,0.12409927942353884,81
7,208,0.033306645316253006,81
8,207,0.033146517213771015,81
9,185,0.029623698959167333,81
5,179,0.02866293034427542,81
3,162,0.025940752602081667,81
2,158,0.02530024019215372,81
19,143,0.02289831865492394,81
6,132,0.021136909527622098,81
11,130,0.020816653322658127,81
15,127,0.02033626901521217,81
20,110,0.017614091273018415,81
14,106,0.016973578863090474,81
10,105,0.016813450760608487,81
18,91,0.01457165732586069,81
16,87,0.013931144915932746,81
4,79,0.01265012009607686,81
17,60,0.009607686148919135,81
12,52,0.008326661329063251,81
1,3553,0.4252543387193297,82
13,1200,0.1436265709156194,82
NA,789,0.09443447037701976,82
6,249,0.029802513464991024,82
7,232,0.027767803710353083,82
5,230,0.02752842609216038,82
9,227,0.027169359664871336,82
8,225,0.026929982046678635,82
3,216,0.02585278276481149,82
2,213,0.02549371633752244,82
15,177,0.02118491921005386,82
19,144,0.017235188509874325,82
11,134,0.01603830041891083,82
20,123,0.014721723518850987,82
10,118,0.01412327947336924,82
14,105,0.012567324955116697,82
18,103,0.012327947336923998,82
16,97,0.0116098144823459,82
4,93,0.011131059245960502,82
17,77,0.009216038300418911,82
12,50,0.005984440454817474,82
NA,688,0.7552140504939627,84
1,59,0.06476399560922064,84
13,32,0.03512623490669594,84
5,14,0.015367727771679473,84
9,14,0.015367727771679473,84
3,12,0.013172338090010977,84
8,11,0.012074643249176729,84
15,11,0.012074643249176729,84
2,10,0.010976948408342482,84
10,10,0.010976948408342482,84
7,8,0.008781558726673985,84
18,8,0.008781558726673985,84
20,8,0.008781558726673985,84
16,5,0.005488474204171241,84
4,4,0.0043907793633369925,84
6,4,0.0043907793633369925,84
17,4,0.0043907793633369925,84
19,4,0.0043907793633369925,84
11,2,0.0021953896816684962,84
14,2,0.0021953896816684962,84
12,1,0.0010976948408342481,84
1,2976,0.34966513923158266,85
13,1176,0.138174127599577,85
NA,801,0.09411350017624251,85
9,367,0.0431206673716367,85
5,325,0.03818587710022324,85
2,292,0.0343085418869698,85
7,278,0.03266361179649865,85
15,272,0.031958641757725295,85
6,259,0.030431206673716366,85
8,249,0.029256256609094113,85
3,219,0.025731406415227354,85
19,180,0.021149101163200564,85
11,172,0.020209141111502762,85
10,148,0.01738926095640935,85
20,143,0.016801785924098225,85
14,142,0.016684290917636,85
16,134,0.015744330865938197,85
18,124,0.014569380801315944,85
4,104,0.012219480672071436,85
17,91,0.010692045588062507,85
12,59,0.006932205381271296,85
1,4318,0.2614276200278501,86
13,1844,0.11164255009989707,86
9,970,0.0587273717987528,86
NA,946,0.05727432342435067,86
5,912,0.05521583822728098,86
3,707,0.042804383362596114,86
6,687,0.041593509717261,86
2,668,0.04044317975419265,86
8,647,0.03917176242659078,86
15,616,0.03729490827632136,86
7,567,0.03432826784525035,86
19,465,0.02815281225404129,86
20,436,0.02639704546830538,86
14,434,0.02627595810377187,86
10,429,0.025973239692438095,86
16,402,0.024338560271235696,86
11,376,0.022764424532300053,86
18,356,0.021553550886964944,86
4,335,0.02028213355936308,86
17,238,0.0144093963794878,86
12,164,0.009929163891747896,86
NA,681,0.7668918918918919,87
1,36,0.04054054054054054,87
13,36,0.04054054054054054,87
9,19,0.021396396396396396,87
7,14,0.015765765765765764,87
5,13,0.01463963963963964,87
14,13,0.01463963963963964,87
2,12,0.013513513513513514,87
3,11,0.012387387387387387,87
19,11,0.012387387387387387,87
11,8,0.009009009009009009,87
4,7,0.007882882882882882,87
8,6,0.006756756756756757,87
15,6,0.006756756756756757,87
10,4,0.0045045045045045045,87
18,3,0.0033783783783783786,87
20,3,0.0033783783783783786,87
6,2,0.0022522522522522522,87
12,1,0.0011261261261261261,87
16,1,0.0011261261261261261,87
17,1,0.0011261261261261261,87
NA,685,0.53515625,88
1,183,0.14296875,88
13,136,0.10625,88
5,28,0.021875,88
2,26,0.0203125,88
6,24,0.01875,88
7,24,0.01875,88
9,23,0.01796875,88
15,22,0.0171875,88
8,17,0.01328125,88
3,16,0.0125,88
19,16,0.0125,88
10,14,0.0109375,88
4,12,0.009375,88
16,12,0.009375,88
11,8,0.00625,88
18,8,0.00625,88
20,8,0.00625,88
14,7,0.00546875,88
12,6,0.0046875,88
17,5,0.00390625,88
NA,678,0.9509116409537167,89
1,12,0.016830294530154277,89
5,5,0.0070126227208976155,89
7,4,0.005610098176718092,89
20,4,0.005610098176718092,89
13,3,0.004207573632538569,89
19,3,0.004207573632538569,89
12,2,0.002805049088359046,89
3,1,0.001402524544179523,89
18,1,0.001402524544179523,89
1,2028,0.4730580825752274,90
NA,737,0.17191509213902495,90
13,608,0.14182411943083742,90
2,82,0.019127595054816888,90
3,77,0.01796127828318171,90
5,72,0.016794961511546535,90
19,68,0.015861908094238396,90
7,65,0.015162118031257289,90
8,63,0.01469559132260322,90
6,61,0.014229064613949148,90
9,59,0.013762537905295079,90
10,52,0.01212969442500583,90
11,51,0.011896431070678797,90
15,43,0.010030324236062515,90
18,41,0.009563797527408444,90
14,38,0.008864007464427339,90
16,37,0.008630744110100303,90
20,36,0.008397480755773267,90
4,30,0.006997900629811057,90
12,20,0.004665267086540704,90
17,19,0.004432003732213669,90
NA,692,0.7104722792607803,91
1,98,0.10061601642710473,91
13,30,0.030800821355236138,91
5,17,0.017453798767967144,91
2,15,0.015400410677618069,91
3,12,0.012320328542094456,91
9,12,0.012320328542094456,91
10,12,0.012320328542094456,91
6,11,0.011293634496919919,91
20,11,0.011293634496919919,91
19,10,0.01026694045174538,91
7,9,0.009240246406570842,91
14,9,0.009240246406570842,91
8,8,0.008213552361396304,91
16,7,0.007186858316221766,91
15,6,0.006160164271047228,91
18,6,0.006160164271047228,91
12,4,0.004106776180698152,91
4,3,0.003080082135523614,91
11,2,0.002053388090349076,91
NA,679,0.5987654320987654,92
1,132,0.1164021164021164,92
13,58,0.05114638447971781,92
9,30,0.026455026455026454,92
15,30,0.026455026455026454,92
6,22,0.019400352733686066,92
3,20,0.01763668430335097,92
4,20,0.01763668430335097,92
8,18,0.015873015873015872,92
5,17,0.014991181657848324,92
7,15,0.013227513227513227,92
10,12,0.010582010582010581,92
14,12,0.010582010582010581,92
16,12,0.010582010582010581,92
11,11,0.009700176366843033,92
20,11,0.009700176366843033,92
2,10,0.008818342151675485,92
17,8,0.007054673721340388,92
18,8,0.007054673721340388,92
19,6,0.005291005291005291,92
12,3,0.0026455026455026454,92
1,1288,0.29466941203385955,93
NA,747,0.17089910775566233,93
13,599,0.1370395790436971,93
8,174,0.03980782429649966,93
5,141,0.03225806451612903,93
7,137,0.03134294211850835,93
3,118,0.026996110729810112,93
19,114,0.02608098833218943,93
6,112,0.02562342713337909,93
2,111,0.02539464653397392,93
9,110,0.025165865934568748,93
14,99,0.022649279341111873,93
11,90,0.02059025394646534,93
15,85,0.019446350949439486,93
18,84,0.019217570350034317,93
10,80,0.018302447952413637,93
20,77,0.017616106154198122,93
16,72,0.016472203157172273,93
4,60,0.013726835964310227,93
17,40,0.009151223976206819,93
12,33,0.0075497597803706245,93
NA,694,0.5651465798045603,94
1,143,0.11644951140065146,94
5,81,0.06596091205211727,94
13,49,0.039902280130293157,94
15,33,0.02687296416938111,94
3,26,0.021172638436482084,94
2,25,0.02035830618892508,94
7,24,0.019543973941368076,94
6,21,0.01710097719869707,94
12,17,0.013843648208469055,94
14,15,0.012214983713355049,94
10,14,0.011400651465798045,94
20,14,0.011400651465798045,94
4,13,0.010586319218241042,94
8,13,0.010586319218241042,94
16,10,0.008143322475570033,94
19,10,0.008143322475570033,94
17,9,0.007328990228013029,94
9,8,0.006514657980456026,94
18,6,0.004885993485342019,94
11,3,0.0024429967426710096,94
NA,710,0.2821939586645469,95
1,663,0.2635135135135135,95
13,295,0.11724960254372019,95
8,84,0.033386327503974564,95
5,67,0.026629570747217807,95
6,63,0.025039745627980923,95
9,63,0.025039745627980923,95
2,62,0.0246422893481717,95
7,56,0.022257551669316374,95
15,56,0.022257551669316374,95
3,50,0.01987281399046105,95
16,49,0.019475357710651828,95
19,44,0.017488076311605722,95
20,43,0.017090620031796504,95
11,40,0.01589825119236884,95
10,38,0.015103338632750398,95
14,38,0.015103338632750398,95
4,33,0.013116057233704292,95
18,26,0.010333863275039745,95
17,25,0.009936406995230525,95
12,11,0.0043720190779014305,95
1,1981,0.3487676056338028,96
13,833,0.1466549295774648,96
NA,755,0.1329225352112676,96
8,261,0.045950704225352114,96
5,184,0.0323943661971831,96
6,157,0.027640845070422537,96
3,154,0.027112676056338027,96
2,148,0.026056338028169014,96
7,147,0.025880281690140845,96
9,132,0.02323943661971831,96
11,121,0.02130281690140845,96
20,107,0.018838028169014084,96
19,106,0.018661971830985915,96
14,96,0.016901408450704224,96
18,86,0.015140845070422536,96
10,80,0.014084507042253521,96
16,78,0.013732394366197184,96
15,77,0.013556338028169013,96
4,75,0.013204225352112676,96
17,58,0.010211267605633803,96
12,44,0.007746478873239437,96
NA,677,0.9912152269399708,98
13,2,0.0029282576866764276,98
1,1,0.0014641288433382138,98
5,1,0.0014641288433382138,98
7,1,0.0014641288433382138,98
16,1,0.0014641288433382138,98
NA,678,0.958981612446959,99
1,10,0.014144271570014143,99
13,4,0.005657708628005658,99
7,3,0.004243281471004243,99
2,2,0.002828854314002829,99
5,2,0.002828854314002829,99
8,2,0.002828854314002829,99
4,1,0.0014144271570014145,99
9,1,0.0014144271570014145,99
10,1,0.0014144271570014145,99
11,1,0.0014144271570014145,99
16,1,0.0014144271570014145,99
19,1,0.0014144271570014145,99
